transactionid,cashierid,transactiontime,totalamount,paymentmethod,status
32454,1,2025-09-16 11:30:15,5.23,card,completed
32455,3,2025-09-16 15:16:47,5.99,card,completed
32456,2,2025-09-16 13:45:53,16.15,card,completed
32457,4,2025-09-16 19:12:08,4.68,card,completed
32458,2,2025-09-16 12:52:48,15.86,applepay,completed
32459,3,2025-09-16 20:42:21,5.51,card,completed
32460,1,2025-09-16 14:24:53,5.12,card,completed
32461,4,2025-09-16 16:58:45,5.54,card,completed
32462,3,2025-09-16 18:52:04,17.24,card,completed
32463,1,2025-09-17 14:28:56,5.45,card,completed
32464,1,2025-09-17 14:14:01,10.51,card,completed
32465,1,2025-09-17 15:13:31,11.74,card,completed
32466,4,2025-09-17 14:19:23,10.70,card,completed
32467,4,2025-09-17 17:57:35,5.11,card,completed
32468,4,2025-09-17 18:35:02,10.20,card,completed
32469,3,2025-09-17 20:13:22,6.05,card,completed
32470,1,2025-09-17 22:09:09,11.07,card,completed
32471,3,2025-09-17 15:50:14,0.66,card,completed
32472,3,2025-09-17 15:44:36,11.78,card,completed
32473,1,2025-09-17 13:08:31,4.84,cash,completed
32474,3,2025-09-17 18:14:13,4.61,applepay,completed
32475,1,2025-09-17 22:40:43,21.68,applepay,completed
32476,2,2025-09-17 13:26:20,5.89,card,completed
32477,4,2025-09-17 18:46:57,11.14,card,completed
32478,4,2025-09-17 17:35:55,10.54,applepay,completed
32479,4,2025-09-17 18:31:46,5.32,card,completed
32480,1,2025-09-17 12:19:32,6.00,card,completed
32481,3,2025-09-17 13:43:33,16.78,card,completed
32482,2,2025-09-17 19:04:59,16.15,cash,completed
32483,4,2025-09-17 18:27:15,16.16,applepay,completed
32484,1,2025-09-17 16:46:39,4.93,card,completed
32485,3,2025-09-17 15:59:54,11.49,card,completed
32486,4,2025-09-17 19:11:08,5.92,card,completed
32487,2,2025-09-17 19:49:02,5.81,cash,completed
32488,1,2025-09-17 18:01:05,15.72,applepay,completed
32489,2,2025-09-17 16:06:09,5.29,card,completed
32490,2,2025-09-17 14:36:51,5.73,cash,completed
32491,1,2025-09-17 20:27:07,10.69,applepay,completed
32492,1,2025-09-17 12:41:53,5.29,card,completed
32493,3,2025-09-17 15:06:05,5.13,card,completed
32494,3,2025-09-17 14:57:15,15.56,applepay,completed
32495,2,2025-09-17 15:55:10,10.79,card,completed
32496,4,2025-09-17 20:54:42,27.21,applepay,completed
32497,3,2025-09-17 13:18:11,0.70,card,completed
32498,3,2025-09-17 13:55:20,5.06,card,completed
32499,2,2025-09-17 19:10:58,15.44,card,completed
32500,2,2025-09-17 14:03:23,5.51,card,completed
32501,1,2025-09-17 18:19:54,0.00,card,voided
32502,2,2025-09-17 18:34:52,5.32,applepay,completed
32503,4,2025-09-17 13:25:21,5.55,card,completed
32504,2,2025-09-17 20:58:36,5.49,applepay,completed
32505,4,2025-09-17 15:58:46,6.06,card,completed
32506,1,2025-09-17 14:50:27,10.69,card,completed
32507,3,2025-09-17 17:04:56,16.82,card,completed
32508,3,2025-09-17 17:16:36,5.30,card,completed
32509,2,2025-09-17 15:30:18,10.70,cash,completed
32510,1,2025-09-17 12:36:28,5.38,card,completed
32511,1,2025-09-17 19:17:21,0.00,applepay,voided
32512,1,2025-09-17 15:41:38,11.10,cash,completed
32513,4,2025-09-17 12:58:57,5.43,cash,completed
32514,2,2025-09-17 15:10:32,9.84,card,completed
32515,1,2025-09-17 12:27:05,5.89,card,completed
32516,1,2025-09-17 20:21:05,17.33,card,completed
32517,3,2025-09-17 15:49:30,5.40,card,completed
32518,3,2025-09-17 20:56:46,5.31,applepay,completed
32519,2,2025-09-17 22:00:07,5.01,card,completed
32520,1,2025-09-17 21:36:03,5.99,card,completed
32521,1,2025-09-17 20:10:24,11.77,card,completed
32522,4,2025-09-17 16:04:32,5.34,card,completed
32523,3,2025-09-17 11:35:29,23.07,card,completed
32524,4,2025-09-17 17:19:55,5.73,card,completed
32525,4,2025-09-17 16:23:19,11.04,card,completed
32526,2,2025-09-17 20:12:24,5.82,applepay,completed
32527,2,2025-09-17 22:41:50,10.38,card,completed
32528,2,2025-09-17 16:04:16,11.26,card,completed
32529,1,2025-09-17 17:18:28,5.27,cash,completed
32530,4,2025-09-17 12:22:14,5.23,applepay,completed
32531,4,2025-09-17 19:51:45,4.74,card,completed
32532,1,2025-09-17 13:04:55,6.00,card,completed
32533,2,2025-09-17 14:32:53,5.31,card,completed
32534,1,2025-09-17 13:16:39,5.74,card,completed
32535,4,2025-09-17 15:18:10,4.78,card,completed
32536,2,2025-09-17 14:47:07,5.13,card,completed
32537,3,2025-09-17 19:19:49,12.35,card,completed
32538,4,2025-09-17 12:40:58,15.71,card,completed
32539,3,2025-09-17 13:03:24,16.53,applepay,completed
32540,2,2025-09-17 17:05:47,15.31,card,completed
32541,2,2025-09-17 16:27:06,16.16,card,completed
32542,1,2025-09-17 20:06:38,12.54,card,completed
32543,4,2025-09-17 19:09:16,17.31,card,completed
32544,3,2025-09-17 20:53:55,5.35,card,completed
32545,3,2025-09-17 16:32:29,15.48,card,completed
32546,2,2025-09-17 16:53:59,5.85,card,completed
32547,4,2025-09-17 19:23:45,5.12,applepay,completed
32548,3,2025-09-17 22:03:54,9.87,card,completed
32549,4,2025-09-17 12:56:55,15.13,card,completed
32550,3,2025-09-17 17:25:19,15.82,cash,completed
32551,2,2025-09-17 14:21:17,5.30,card,completed
32552,4,2025-09-17 19:37:47,5.09,applepay,completed
32553,1,2025-09-17 19:25:30,15.20,card,completed
32554,4,2025-09-17 19:20:33,5.17,card,completed
32555,2,2025-09-17 22:26:30,15.38,cash,completed
32556,1,2025-09-17 17:46:38,5.53,applepay,completed
32557,2,2025-09-17 16:20:23,14.99,card,completed
32558,1,2025-09-17 21:46:08,0.00,card,voided
32559,3,2025-09-17 22:22:43,4.83,cash,completed
32560,2,2025-09-17 13:16:40,6.08,card,completed
32561,3,2025-09-17 21:04:50,16.24,card,completed
32562,1,2025-09-17 17:04:33,10.13,card,completed
32563,3,2025-09-17 13:59:30,11.75,cash,completed
32564,3,2025-09-17 12:33:54,5.17,cash,completed
32565,1,2025-09-17 17:11:57,16.79,card,completed
32566,4,2025-09-17 20:22:11,15.50,card,completed
32567,2,2025-09-17 11:08:02,5.83,applepay,completed
32568,3,2025-09-17 19:57:02,16.75,card,completed
32569,3,2025-09-17 13:03:12,5.33,cash,completed
32570,4,2025-09-17 13:39:11,4.66,card,completed
32571,2,2025-09-17 12:35:06,5.82,cash,completed
32572,3,2025-09-17 20:49:44,15.92,card,completed
32573,3,2025-09-17 19:34:35,5.19,card,completed
32574,3,2025-09-17 20:19:13,10.85,card,completed
32575,3,2025-09-17 12:47:26,5.56,applepay,completed
32576,4,2025-09-17 19:00:44,4.57,card,completed
32577,4,2025-09-17 16:54:44,4.44,card,completed
32578,1,2025-09-17 12:52:06,11.39,applepay,completed
32579,2,2025-09-17 15:57:01,6.14,cash,completed
32580,1,2025-09-17 20:06:23,5.97,applepay,completed
32581,2,2025-09-17 11:18:05,11.48,applepay,completed
32582,2,2025-09-17 19:16:41,5.22,cash,completed
32583,4,2025-09-17 15:51:20,5.25,card,completed
32584,2,2025-09-17 14:40:10,4.96,card,completed
32585,4,2025-09-17 15:44:05,5.30,card,completed
32586,2,2025-09-17 15:07:42,10.85,cash,completed
32587,3,2025-09-17 13:05:24,6.17,card,completed
32588,3,2025-09-17 15:26:11,5.45,card,completed
32589,3,2025-09-17 15:53:55,16.63,card,completed
32590,1,2025-09-17 18:46:36,21.80,card,completed
32591,3,2025-09-17 11:51:29,5.03,card,completed
32592,4,2025-09-17 14:43:49,15.65,card,completed
32593,1,2025-09-17 15:03:40,5.43,applepay,completed
32594,3,2025-09-17 17:59:39,5.95,card,completed
32595,4,2025-09-17 12:35:21,16.34,card,completed
32596,1,2025-09-17 22:19:41,5.73,card,completed
32597,3,2025-09-17 16:46:08,16.25,card,completed
32598,2,2025-09-17 21:05:08,5.40,card,completed
32599,2,2025-09-17 16:12:08,5.23,card,completed
32600,1,2025-09-17 19:18:24,5.81,card,completed
32601,4,2025-09-17 18:04:31,11.53,card,completed
32602,1,2025-09-17 14:05:04,9.98,card,completed
32603,3,2025-09-17 15:49:46,4.69,cash,completed
32604,4,2025-09-17 20:41:44,5.93,card,completed
32605,2,2025-09-17 16:06:18,5.88,card,completed
32606,4,2025-09-17 13:41:21,5.93,card,completed
32607,3,2025-09-17 13:03:04,11.07,card,completed
32608,3,2025-09-17 16:46:44,14.99,cash,completed
32609,3,2025-09-17 15:05:50,10.32,card,completed
32610,1,2025-09-17 18:30:04,26.68,card,completed
32611,4,2025-09-17 19:03:13,5.39,card,completed
32612,4,2025-09-17 19:52:45,10.95,card,completed
32613,1,2025-09-17 21:45:43,11.19,card,completed
32614,1,2025-09-17 17:09:25,16.25,card,completed
32615,2,2025-09-17 21:24:46,4.46,card,completed
32616,2,2025-09-17 12:29:51,16.55,card,completed
32617,3,2025-09-17 14:30:05,16.34,card,completed
32618,2,2025-09-17 13:46:16,10.78,card,completed
32619,3,2025-09-17 11:57:55,4.82,cash,completed
32620,4,2025-09-17 12:00:18,5.29,card,completed
32621,2,2025-09-17 12:15:22,10.42,applepay,completed
32622,3,2025-09-17 21:28:47,5.06,applepay,completed
32623,2,2025-09-17 17:03:06,10.69,card,completed
32624,2,2025-09-17 21:34:04,10.75,applepay,completed
32625,3,2025-09-17 18:14:42,5.41,card,completed
32626,2,2025-09-17 15:25:43,4.92,card,completed
32627,2,2025-09-17 20:01:43,5.27,applepay,completed
32628,1,2025-09-17 16:36:54,16.17,card,completed
32629,1,2025-09-17 11:19:54,27.73,card,completed
32630,1,2025-09-17 18:29:46,15.95,card,completed
32631,4,2025-09-17 16:46:02,15.55,card,completed
32632,4,2025-09-17 13:17:00,0.00,card,voided
32633,4,2025-09-17 16:57:53,5.34,applepay,completed
32634,2,2025-09-17 12:48:30,11.65,card,completed
32635,4,2025-09-17 13:19:15,5.41,card,completed
32636,2,2025-09-17 22:40:48,11.20,card,completed
32637,2,2025-09-17 13:17:16,4.59,card,completed
32638,4,2025-09-17 12:44:13,10.58,cash,completed
32639,2,2025-09-17 12:58:14,20.80,card,completed
32640,2,2025-09-17 16:40:47,5.32,card,completed
32641,1,2025-09-17 12:32:11,5.95,card,completed
32642,4,2025-09-17 21:07:13,10.07,card,completed
32643,1,2025-09-17 20:50:27,5.57,card,completed
32644,3,2025-09-17 14:24:28,4.91,cash,completed
32645,2,2025-09-17 18:26:06,9.99,card,completed
32646,1,2025-09-17 14:19:49,5.17,card,completed
32647,4,2025-09-17 16:24:42,5.34,card,completed
32648,3,2025-09-17 18:43:15,11.14,applepay,completed
32649,3,2025-09-17 12:24:18,6.20,cash,completed
32650,2,2025-09-17 14:39:37,4.91,card,completed
32651,2,2025-09-17 12:33:44,10.89,cash,completed
32652,4,2025-09-17 19:45:41,21.57,card,completed
32653,3,2025-09-17 14:29:48,10.33,applepay,completed
32654,4,2025-09-17 17:40:14,4.74,card,completed
32655,3,2025-09-17 22:42:29,5.99,card,completed
32656,2,2025-09-17 19:29:30,16.24,card,completed
32657,3,2025-09-17 20:58:41,5.22,card,completed
32658,4,2025-09-17 18:19:29,5.34,cash,completed
32659,2,2025-09-17 18:49:39,16.09,card,completed
32660,1,2025-09-17 19:30:45,5.78,card,completed
32661,2,2025-09-17 17:34:33,11.03,card,completed
32662,4,2025-09-17 16:07:56,5.16,card,completed
32663,1,2025-09-17 16:37:53,5.21,card,completed
32664,2,2025-09-17 15:21:16,10.79,card,completed
32665,1,2025-09-17 19:22:38,11.65,card,completed
32666,4,2025-09-17 22:30:51,5.43,applepay,completed
32667,2,2025-09-17 13:52:05,17.23,card,completed
32668,4,2025-09-17 18:45:06,6.05,card,completed
32669,3,2025-09-17 15:06:36,11.12,card,completed
32670,1,2025-09-17 16:09:46,5.10,card,completed
32671,4,2025-09-17 18:00:41,10.47,card,completed
32672,1,2025-09-17 19:07:44,5.51,card,completed
32673,2,2025-09-17 19:20:09,6.52,cash,completed
32674,1,2025-09-17 16:12:51,5.11,applepay,completed
32675,1,2025-09-17 17:12:23,16.44,card,completed
32676,1,2025-09-17 13:09:27,5.41,cash,completed
32677,2,2025-09-17 17:16:44,5.31,card,completed
32678,3,2025-09-17 15:02:25,10.23,card,completed
32679,1,2025-09-17 12:02:36,5.33,applepay,completed
32680,1,2025-09-17 17:39:19,0.70,card,completed
32681,4,2025-09-17 16:23:46,10.32,applepay,completed
32682,2,2025-09-17 21:42:49,21.25,card,completed
32683,4,2025-09-17 14:53:13,15.76,card,completed
32684,3,2025-09-17 15:39:50,5.79,applepay,completed
32685,2,2025-09-17 21:42:01,11.26,applepay,completed
32686,2,2025-09-17 22:11:48,6.00,card,completed
32687,1,2025-09-17 19:06:40,15.62,applepay,completed
32688,4,2025-09-17 14:47:15,5.98,card,completed
32689,1,2025-09-17 15:01:47,5.32,card,completed
32690,1,2025-09-17 20:00:37,11.36,card,completed
32691,4,2025-09-17 21:45:32,15.40,card,completed
32692,3,2025-09-17 13:12:49,5.44,card,completed
32693,1,2025-09-17 16:11:55,10.45,card,completed
32694,4,2025-09-17 20:25:33,10.45,card,completed
32695,4,2025-09-17 16:52:03,5.17,card,completed
32696,3,2025-09-17 16:21:35,11.12,cash,completed
32697,3,2025-09-17 22:31:31,6.04,card,completed
32698,4,2025-09-17 21:26:44,5.99,cash,completed
32699,3,2025-09-17 20:54:54,5.34,card,completed
32700,1,2025-09-17 15:14:12,15.78,card,completed
32701,4,2025-09-17 15:42:10,5.92,cash,completed
32702,1,2025-09-17 16:19:10,21.75,card,completed
32703,2,2025-09-17 15:21:59,11.85,card,completed
32704,1,2025-09-17 16:41:01,5.97,applepay,completed
32705,1,2025-09-17 12:48:28,10.49,card,completed
32706,4,2025-09-17 16:43:15,10.87,cash,completed
32707,2,2025-09-17 17:13:55,5.53,applepay,completed
32708,2,2025-09-17 19:31:00,10.59,card,completed
32709,1,2025-09-17 17:47:56,4.39,card,completed
32710,2,2025-09-17 22:10:11,21.23,card,completed
32711,3,2025-09-17 20:23:30,5.01,card,completed
32712,2,2025-09-17 15:13:03,5.37,card,completed
32713,1,2025-09-17 20:45:15,15.94,card,completed
32714,1,2025-09-17 16:20:41,15.14,card,completed
32715,1,2025-09-17 13:55:45,25.33,card,completed
32716,1,2025-09-18 20:14:28,21.07,card,completed
32717,4,2025-09-18 20:08:13,11.00,cash,completed
32718,4,2025-09-18 12:23:23,5.83,card,completed
32719,3,2025-09-18 17:07:27,0.00,applepay,voided
32720,4,2025-09-18 16:15:10,4.81,card,completed
32721,2,2025-09-18 11:07:32,21.90,card,completed
32722,3,2025-09-18 13:35:18,5.82,card,completed
32723,3,2025-09-18 16:40:54,11.25,card,completed
32724,3,2025-09-18 15:28:19,6.65,applepay,completed
32725,3,2025-09-18 14:31:55,11.41,card,completed
32726,2,2025-09-18 20:07:32,15.32,card,completed
32727,3,2025-09-18 11:48:37,10.01,card,completed
32728,3,2025-09-18 15:40:32,2.04,card,completed
32729,2,2025-09-18 14:25:02,10.80,card,completed
32730,1,2025-09-18 19:06:15,6.61,applepay,completed
32731,4,2025-09-18 20:41:18,21.10,card,completed
32732,1,2025-09-18 18:34:42,21.62,cash,completed
32733,4,2025-09-18 19:44:20,16.47,applepay,completed
32734,3,2025-09-18 15:22:28,11.02,cash,completed
32735,4,2025-09-18 22:58:49,16.09,card,completed
32736,1,2025-09-18 21:08:38,5.22,card,completed
32737,3,2025-09-18 17:25:52,15.67,card,completed
32738,4,2025-09-18 20:07:48,5.43,card,completed
32739,3,2025-09-18 12:42:06,5.18,card,completed
32740,3,2025-09-18 22:16:44,8.78,card,completed
32741,3,2025-09-18 17:02:41,5.84,applepay,completed
32742,1,2025-09-18 12:01:19,10.88,cash,completed
32743,4,2025-09-18 14:48:39,10.46,card,completed
32744,1,2025-09-18 15:25:22,5.49,card,completed
32745,2,2025-09-18 21:00:23,5.46,card,completed
32746,2,2025-09-18 20:18:14,5.45,card,completed
32747,4,2025-09-18 11:36:47,11.42,cash,completed
32748,2,2025-09-18 17:42:51,5.44,card,completed
32749,4,2025-09-18 15:00:35,5.14,card,completed
32750,4,2025-09-18 15:43:02,6.26,card,completed
32751,1,2025-09-18 18:39:27,4.84,card,completed
32752,4,2025-09-18 22:16:16,5.34,card,completed
32753,3,2025-09-18 21:19:22,20.34,card,completed
32754,3,2025-09-18 16:37:19,5.35,card,completed
32755,1,2025-09-18 19:09:54,5.73,card,completed
32756,2,2025-09-18 15:56:04,0.68,card,completed
32757,3,2025-09-18 17:48:01,20.98,card,completed
32758,4,2025-09-18 13:27:23,15.71,card,completed
32759,1,2025-09-18 20:59:47,15.67,applepay,completed
32760,4,2025-09-18 12:18:21,5.33,card,completed
32761,2,2025-09-18 13:31:33,11.31,card,completed
32762,4,2025-09-18 14:30:22,4.59,card,completed
32763,1,2025-09-18 15:33:40,16.45,card,completed
32764,2,2025-09-18 15:22:36,6.26,applepay,completed
32765,1,2025-09-18 18:12:14,10.45,card,completed
32766,3,2025-09-18 13:28:26,5.51,card,completed
32767,3,2025-09-18 14:55:38,14.99,card,completed
32768,3,2025-09-18 19:47:19,5.01,card,completed
32769,1,2025-09-18 18:35:15,11.22,card,completed
32770,3,2025-09-18 15:14:53,5.16,card,completed
32771,2,2025-09-18 20:53:08,10.11,cash,completed
32772,2,2025-09-18 13:53:08,4.90,card,completed
32773,4,2025-09-18 14:05:46,5.13,card,completed
32774,3,2025-09-18 22:28:56,5.96,card,completed
32775,4,2025-09-18 20:49:11,10.43,applepay,completed
32776,4,2025-09-18 19:16:02,6.62,card,completed
32777,2,2025-09-18 16:50:10,1.35,card,completed
32778,2,2025-09-18 18:22:36,10.64,card,completed
32779,3,2025-09-18 19:10:22,20.78,card,completed
32780,2,2025-09-18 16:46:03,25.71,card,completed
32781,1,2025-09-18 17:33:32,32.36,card,completed
32782,1,2025-09-18 17:06:41,16.32,applepay,completed
32783,3,2025-09-18 16:59:58,22.47,card,completed
32784,2,2025-09-18 22:42:16,6.04,applepay,completed
32785,3,2025-09-18 13:42:32,11.26,card,completed
32786,2,2025-09-18 22:49:20,10.59,card,completed
32787,2,2025-09-18 16:47:53,5.15,card,completed
32788,3,2025-09-18 17:16:16,10.59,applepay,completed
32789,1,2025-09-18 15:02:37,5.28,cash,completed
32790,4,2025-09-18 15:11:17,4.45,applepay,completed
32791,4,2025-09-18 17:04:45,5.38,applepay,completed
32792,3,2025-09-18 20:46:44,15.48,card,completed
32793,2,2025-09-18 13:57:09,5.54,card,completed
32794,4,2025-09-18 16:57:17,11.07,card,completed
32795,4,2025-09-18 20:04:30,20.87,card,completed
32796,4,2025-09-18 12:17:04,5.32,card,completed
32797,4,2025-09-18 16:20:53,10.97,card,completed
32798,1,2025-09-18 16:54:20,5.39,applepay,completed
32799,4,2025-09-18 11:03:04,10.52,applepay,completed
32800,1,2025-09-18 17:51:09,11.20,applepay,completed
32801,4,2025-09-18 17:13:01,4.61,card,completed
32802,4,2025-09-18 22:36:14,0.67,cash,completed
32803,2,2025-09-18 21:09:27,4.93,applepay,completed
32804,2,2025-09-18 14:24:11,6.02,card,completed
32805,2,2025-09-18 20:28:54,16.19,card,completed
32806,2,2025-09-18 14:26:53,4.84,card,completed
32807,4,2025-09-18 15:19:48,0.00,card,voided
32808,1,2025-09-18 18:50:39,0.00,applepay,voided
32809,3,2025-09-18 15:47:41,5.32,card,completed
32810,1,2025-09-18 13:58:18,10.47,applepay,completed
32811,4,2025-09-18 21:39:20,5.87,applepay,completed
32812,2,2025-09-18 14:33:05,11.76,card,completed
32813,4,2025-09-18 22:29:02,9.97,card,completed
32814,2,2025-09-18 11:57:14,5.90,card,completed
32815,3,2025-09-18 20:44:59,5.30,card,completed
32816,1,2025-09-18 14:07:20,10.68,card,completed
32817,4,2025-09-18 20:01:58,11.39,card,completed
32818,2,2025-09-18 13:37:09,4.87,card,completed
32819,3,2025-09-18 16:12:16,11.22,card,completed
32820,2,2025-09-18 13:06:28,10.22,card,completed
32821,4,2025-09-18 15:50:18,10.40,card,completed
32822,3,2025-09-18 14:18:05,11.48,card,completed
32823,1,2025-09-18 17:52:46,16.36,cash,completed
32824,2,2025-09-18 15:46:25,10.30,applepay,completed
32825,2,2025-09-18 11:38:43,10.41,card,completed
32826,1,2025-09-18 14:22:54,0.66,card,completed
32827,1,2025-09-18 22:05:44,5.34,card,completed
32828,3,2025-09-18 15:10:58,10.79,card,completed
32829,2,2025-09-18 15:37:41,6.27,cash,completed
32830,3,2025-09-18 17:29:59,10.30,applepay,completed
32831,2,2025-09-18 12:35:21,11.29,card,completed
32832,4,2025-09-18 17:29:03,5.43,card,completed
32833,1,2025-09-18 11:03:36,11.27,card,completed
32834,4,2025-09-18 18:00:41,5.13,cash,completed
32835,2,2025-09-18 12:13:22,5.07,card,completed
32836,3,2025-09-18 15:58:11,9.65,card,completed
32837,4,2025-09-18 14:42:08,4.88,applepay,completed
32838,3,2025-09-18 20:47:22,6.04,card,completed
32839,3,2025-09-18 15:26:44,10.11,cash,completed
32840,1,2025-09-18 16:40:05,15.44,card,completed
32841,2,2025-09-18 16:00:06,16.88,card,completed
32842,2,2025-09-18 15:25:10,6.06,applepay,completed
32843,1,2025-09-18 15:25:40,5.86,card,completed
