transactionitemid,transactionid,productid,quantity,unitprice
84878,45806,1,1,5.08
84879,45806,7,2,4.62
84880,45806,7,1,4.60
84881,45807,12,1,5.33
84882,45808,9,1,5.28
84883,45809,1,1,4.86
84884,45809,5,1,5.45
84885,45809,10,2,5.09
84886,45810,5,2,5.32
84887,45811,3,1,5.50
84888,45812,7,1,4.45
84889,45813,6,2,4.65
84890,45813,6,1,4.70
84891,45813,13,1,6.01
84892,45814,14,1,5.43
84893,45815,7,1,4.53
84894,45815,16,1,0.70
84895,45816,5,2,5.41
84896,45817,1,1,5.07
84897,45817,16,1,0.67
84898,45818,15,1,5.36
84899,45818,1,1,4.95
84900,45819,8,2,4.71
84901,45819,6,1,4.84
84902,45820,5,2,5.39
84903,45821,5,1,5.49
84904,45821,12,1,5.20
84905,45822,11,2,5.31
84906,45822,11,1,5.17
84907,45822,7,1,4.41
84908,45823,2,1,5.57
84909,45824,5,1,5.40
84910,45824,16,1,0.68
84911,45825,1,1,4.90
84912,45826,10,1,5.20
84913,45827,16,1,0.66
84914,45828,1,1,4.89
84915,45829,9,2,5.39
84916,45830,12,2,5.11
84917,45831,10,1,5.12
84918,45832,14,1,5.27
84919,45833,2,2,5.42
84920,45833,16,1,0.70
84921,45834,4,1,5.80
84922,45834,3,1,5.42
84923,45834,16,1,0.70
84924,45835,5,1,5.41
84925,45836,1,1,4.98
84926,45837,5,1,5.39
84927,45837,7,1,4.48
84928,45838,3,2,5.53
84929,45838,9,1,5.40
84930,45839,5,1,5.58
84931,45839,16,1,0.70
84932,45840,4,1,5.78
84933,45841,11,1,5.39
84934,45841,10,2,5.30
84935,45841,2,1,5.44
84936,45841,10,1,5.37
84937,45842,2,1,5.33
84938,45843,8,2,4.67
84939,45844,13,1,5.86
84940,45844,1,1,4.85
84941,45845,5,2,5.32
84942,45845,16,1,0.68
84943,45846,10,1,5.29
84944,45846,10,1,5.38
84945,45846,2,1,5.44
84946,45847,3,1,5.32
84947,45847,15,1,5.34
84948,45847,8,1,4.87
84949,45848,7,1,4.41
84950,45849,13,1,6.00
84951,45850,13,1,5.99
84952,45850,15,2,5.24
84953,45850,3,1,5.38
84954,45850,15,1,5.12
84955,45851,2,1,5.27
84956,45852,9,1,5.32
84957,45852,13,1,5.88
84958,45853,3,1,5.42
84959,45854,2,1,5.36
84960,45855,9,1,5.37
84961,45856,7,1,4.46
84962,45856,15,1,5.32
84963,45856,5,1,5.51
84964,45857,11,1,5.39
84965,45857,10,1,5.09
84966,45858,13,1,5.70
84967,45858,16,1,0.66
84968,45859,4,1,5.71
84969,45859,16,1,0.66
84970,45860,10,1,5.23
84971,45861,7,1,4.47
84972,45862,15,1,5.18
84973,45862,16,1,0.69
84974,45863,3,1,5.43
84975,45864,6,1,4.71
84976,45865,14,1,5.51
84977,45865,16,1,0.68
84978,45866,1,2,4.97
84979,45866,3,2,5.50
84980,45867,2,1,5.27
84981,45867,9,1,5.11
84982,45868,12,1,5.37
84983,45868,16,1,0.67
84984,45868,6,1,4.76
84985,45869,4,1,6.00
84986,45869,12,1,5.19
84987,45870,2,1,5.49
84988,45870,6,1,4.72
84989,45870,11,1,5.17
84990,45871,4,2,6.03
84991,45872,9,1,5.17
84992,45872,13,1,5.73
84993,45873,3,1,5.49
84994,45873,10,1,5.40
84995,45873,11,2,5.12
84996,45874,3,1,5.57
84997,45874,3,1,5.36
84998,45874,5,1,5.46
84999,45874,16,1,0.66
85000,45875,6,1,4.73
85001,45875,16,1,0.68
85002,45876,3,1,5.58
85003,45877,3,1,5.36
85004,45878,4,1,5.97
85005,45878,4,1,5.95
85006,45878,9,2,5.39
85007,45879,3,1,5.45
85008,45880,3,1,5.51
85009,45880,11,1,5.17
85010,45880,8,2,4.88
85011,45882,2,1,5.46
85012,45883,14,1,5.56
85013,45883,16,1,0.69
85014,45884,6,1,4.93
85015,45885,1,1,5.07
85016,45886,3,1,5.46
85017,45888,1,2,5.05
85018,45889,16,1,0.69
85019,45890,11,1,5.17
85020,45890,11,1,5.32
85021,45891,11,2,5.12
85022,45891,1,1,5.03
85023,45892,15,1,5.21
85024,45892,16,2,0.70
85025,45892,16,1,0.68
85026,45893,5,1,5.58
85027,45893,11,1,5.19
85028,45893,3,1,5.47
85029,45893,11,2,5.25
85030,45894,11,2,5.40
85031,45894,14,1,5.43
85032,45894,10,1,5.22
85033,45895,5,1,5.33
85034,45896,16,1,0.68
85035,45897,14,1,5.41
85036,45898,2,1,5.35
85037,45898,16,1,0.69
85038,45899,10,1,5.37
85039,45899,6,1,4.78
85040,45900,3,1,5.32
85041,45901,10,1,5.22
85042,45901,2,1,5.27
85043,45901,8,2,4.92
85044,45901,9,1,5.13
85045,45902,4,1,5.94
85046,45902,16,1,0.69
85047,45903,12,1,5.16
85048,45904,3,1,5.46
85049,45905,12,1,5.20
85050,45906,6,1,4.80
85051,45906,9,2,5.28
85052,45907,12,1,5.30
85053,45908,1,1,4.83
85054,45909,15,1,5.23
85055,45909,13,1,5.97
85056,45909,16,1,0.69
85057,45909,16,1,0.66
85058,45910,1,1,4.86
85059,45912,6,1,4.75
85060,45913,9,1,5.10
85061,45913,7,2,4.53
85062,45913,9,2,5.13
85063,45913,16,1,0.67
85064,45914,5,1,5.41
85065,45914,2,1,5.41
85066,45915,5,2,5.53
85067,45915,4,2,5.78
85068,45916,1,1,5.12
85069,45917,13,1,5.74
85070,45918,5,1,5.48
85071,45918,1,2,4.99
85072,45919,11,1,5.27
85073,45919,11,1,5.37
85074,45920,7,1,4.53
85075,45920,12,1,5.14
85076,45921,2,1,5.50
85077,45922,12,1,5.32
85078,45923,11,1,5.32
85079,45923,3,1,5.58
85080,45924,4,1,5.89
85081,45925,11,1,5.09
85082,45925,12,1,5.10
85083,45926,1,2,5.08
85084,45926,1,1,5.04
85085,45926,9,2,5.10
85086,45927,2,1,5.47
85087,45927,13,1,5.84
85088,45928,5,1,5.46
85089,45928,16,1,0.67
85090,45929,2,1,5.48
85091,45929,1,1,4.93
85092,45929,9,1,5.33
85093,45929,16,1,0.70
85094,45931,10,1,5.25
85095,45931,9,1,5.27
85096,45932,7,2,4.65
85097,45933,14,1,5.53
85098,45933,16,1,0.68
85099,45934,11,1,5.30
85100,45934,2,1,5.51
85101,45935,1,1,4.90
85102,45936,5,1,5.55
85103,45936,16,1,0.67
85104,45937,2,1,5.31
85105,45937,3,1,5.29
85106,45938,16,2,0.66
85107,45938,11,1,5.13
85108,45938,16,1,0.67
85109,45939,7,1,4.47
85110,45939,16,1,0.66
85111,45940,11,1,5.22
85112,45940,1,1,4.95
85113,45941,11,1,5.23
85114,45942,3,1,5.36
85115,45942,16,1,0.70
85116,45943,1,2,5.09
85117,45943,16,1,0.67
85118,45944,9,1,5.21
85119,45944,16,1,0.70
85120,45945,4,1,5.70
85121,45946,9,1,5.25
85122,45947,3,1,5.43
85123,45947,4,1,5.78
85124,45948,12,1,5.13
85125,45948,16,1,0.69
85126,45949,4,1,6.01
85127,45950,10,1,5.20
85128,45952,2,1,5.36
85129,45952,16,1,0.67
85130,45952,16,1,0.67
85131,45953,1,1,5.02
85132,45954,4,2,6.05
85133,45954,16,1,0.68
85134,45955,8,2,4.87
85135,45955,1,1,5.08
85136,45955,15,1,5.13
85137,45956,15,1,5.10
85138,45957,9,1,5.12
85139,45958,9,1,5.32
85140,45958,8,1,4.68
85141,45958,16,1,0.69
85142,45958,16,1,0.69
85143,45959,13,1,5.85
85144,45959,8,1,4.74
85145,45960,2,1,5.46
85146,45960,10,1,5.38
85147,45960,2,1,5.43
85148,45960,16,1,0.68
85149,45961,14,1,5.37
85150,45961,3,1,5.55
85151,45961,16,1,0.68
85152,45962,10,1,5.38
85153,45962,1,1,4.84
85154,45963,4,1,5.99
85155,45964,6,1,4.83
85156,45965,1,1,4.84
85157,45965,15,1,5.36
85158,45966,2,1,5.30
85159,45966,3,1,5.57
85160,45967,12,1,5.11
85161,45969,3,1,5.34
85162,45969,8,1,4.76
85163,45969,7,1,4.59
85164,45970,6,1,4.70
85165,45970,11,1,5.15
85166,45970,16,1,0.70
85167,45971,5,1,5.34
85168,45972,5,1,5.57
85169,45973,3,1,5.56
85170,45973,9,1,5.38
85171,45973,16,1,0.66
85172,45974,9,1,5.40
85173,45975,8,1,4.83
85174,45975,7,1,4.48
85175,45975,14,1,5.32
85176,45976,2,1,5.45
85177,45977,9,1,5.33
85178,45978,9,1,5.23
85179,45978,11,1,5.19
85180,45978,14,1,5.27
85181,45979,10,1,5.11
85182,45979,2,1,5.29
85183,45980,3,1,5.27
85184,45981,1,1,4.92
85185,45982,1,1,4.90
85186,45982,16,1,0.70
85187,45982,1,2,4.85
85188,45983,1,2,4.94
85189,45983,15,1,5.13
85190,45984,9,1,5.24
85191,45985,1,1,4.99
85192,45986,16,1,0.68
85193,45987,9,1,5.27
85194,45987,6,1,4.74
85195,45987,15,1,5.33
85196,45988,4,1,5.76
85197,45989,10,2,5.17
85198,45990,13,1,5.98
85199,45991,2,2,5.43
85200,45991,16,1,0.68
85201,45992,16,1,0.68
85202,45993,6,1,4.84
85203,45994,2,1,5.41
85204,45994,10,1,5.28
85205,45995,16,1,0.68
85206,45995,12,1,5.31
85207,45995,8,1,4.74
85208,45996,4,1,5.90
85209,45997,14,1,5.44
85210,45997,4,1,5.91
85211,45997,4,1,5.88
85212,45998,12,2,5.32
85213,45999,3,1,5.37
85214,46000,14,2,5.57
85215,46000,5,1,5.32
85216,46001,15,1,5.37
85217,46002,14,1,5.44
85218,46002,16,1,0.68
85219,46003,16,1,0.70
85220,46004,6,2,4.72
85221,46004,14,1,5.42
85222,46005,9,2,5.13
85223,46006,1,1,5.07
85224,46007,4,2,6.05
85225,46007,11,1,5.33
85226,46008,2,1,5.56
85227,46008,6,1,4.75
85228,46008,7,1,4.64
85229,46008,16,1,0.67
85230,46009,2,1,5.27
85231,46009,2,1,5.27
85232,46010,9,1,5.27
85233,46011,4,1,5.92
85234,46012,5,1,5.55
85235,46012,16,1,0.67
85236,46012,16,1,0.67
85237,46013,15,1,5.13
85238,46014,7,1,4.39
85239,46015,1,1,4.89
85240,46016,2,2,5.48
85241,46017,10,1,5.10
85242,46018,11,1,5.33
85243,46019,12,2,5.12
85244,46020,4,1,5.95
85245,46021,6,2,4.74
85246,46021,7,1,4.64
85247,46022,1,1,4.94
85248,46022,15,1,5.15
85249,46022,12,1,5.32
85250,46023,12,1,5.34
85251,46024,3,2,5.35
85252,46024,4,1,5.81
85253,46024,15,2,5.29
85254,46024,9,1,5.24
85255,46025,2,1,5.47
85256,46025,2,1,5.49
85257,46026,3,2,5.52
85258,46027,1,1,5.07
85259,46028,12,1,5.32
85260,46028,7,1,4.49
85261,46028,15,1,5.22
85262,46029,1,1,4.97
85263,46029,1,1,5.11
85264,46030,2,1,5.55
85265,46032,4,2,5.78
85266,46033,11,1,5.20
85267,46034,13,1,5.82
85268,46035,9,1,5.24
85269,46035,15,1,5.35
85270,46036,13,1,5.80
85271,46037,1,1,5.11
85272,46037,14,1,5.59
85273,46037,16,1,0.66
85274,46038,10,1,5.32
85275,46038,3,1,5.41
85276,46038,11,1,5.26
85277,46039,12,1,5.19
85278,46039,2,2,5.48
85279,46040,2,1,5.26
85280,46040,10,1,5.36
85281,46041,5,1,5.32
85282,46042,5,1,5.51
85283,46042,16,1,0.67
85284,46043,9,1,5.24
85285,46043,10,2,5.15
85286,46044,3,1,5.41
85287,46045,7,1,4.62
85288,46045,7,1,4.60
85289,46045,3,1,5.47
85290,46045,16,1,0.68
85291,46046,9,1,5.24
85292,46046,5,1,5.46
85293,46047,16,1,0.68
85294,46048,2,1,5.57
85295,46048,5,1,5.48
85296,46049,10,1,5.32
85297,46049,6,1,4.74
85298,46050,2,1,5.41
85299,46050,4,1,5.89
85300,46050,16,1,0.69
85301,46051,2,1,5.54
85302,46051,14,2,5.41
85303,46051,16,1,0.68
85304,46052,14,1,5.32
85305,46053,3,1,5.57
85306,46053,9,1,5.14
85307,46053,12,1,5.33
85308,46054,3,2,5.31
85309,46055,14,1,5.51
85310,46056,1,1,5.05
85311,46056,2,1,5.53
85312,46056,10,1,5.12
85313,46056,2,1,5.41
85314,46057,15,2,5.29
85315,46057,2,2,5.42
85316,46058,15,1,5.10
85317,46058,4,1,5.89
85318,46058,16,1,0.68
85319,46059,10,1,5.22
85320,46060,14,1,5.58
85321,46060,2,1,5.44
85322,46061,4,1,5.74
85323,46062,2,1,5.36
85324,46062,11,1,5.13
85325,46063,9,1,5.18
85326,46064,10,1,5.34
85327,46064,16,1,0.69
85328,46065,11,1,5.36
85329,46066,3,2,5.30
85330,46066,4,1,5.97
85331,46066,7,1,4.43
85332,46066,16,1,0.70
85333,46067,1,1,5.05
85334,46067,4,1,5.73
85335,46068,10,1,5.40
85336,46068,16,1,0.69
85337,46069,11,2,5.26
85338,46070,11,2,5.32
85339,46070,6,1,4.65
85340,46071,5,1,5.34
85341,46071,14,1,5.36
85342,46072,2,1,5.43
85343,46072,4,1,6.01
85344,46072,16,1,0.69
85345,46073,13,1,6.01
85346,46074,6,1,4.87
85347,46075,10,1,5.25
85348,46077,6,1,4.84
85349,46077,7,1,4.46
85350,46077,10,1,5.26
85351,46078,5,1,5.33
85352,46078,1,1,4.87
85353,46079,4,1,5.91
85354,46080,3,1,5.55
85355,46080,14,1,5.39
85356,46081,11,1,5.30
85357,46082,5,1,5.55
85358,46082,2,1,5.41
85359,46083,8,2,4.75
85360,46084,14,1,5.30
85361,46084,16,1,0.68
85362,46085,4,1,5.99
85363,46085,8,1,4.75
85364,46085,10,2,5.26
85365,46085,2,1,5.41
85366,46085,16,1,0.66
85367,46086,11,1,5.13
85368,46087,15,2,5.37
85369,46087,9,2,5.12
85370,46087,7,1,4.63
85371,46088,1,1,5.03
85372,46088,4,1,5.89
85373,46089,7,1,4.56
85374,46089,2,1,5.59
85375,46089,13,1,5.90
85376,46090,7,1,4.48
85377,46091,3,1,5.35
85378,46092,13,1,5.88
85379,46093,6,2,4.85
85380,46094,4,1,5.97
85381,46094,8,1,4.84
85382,46095,1,1,5.10
85383,46095,16,1,0.67
85384,46096,2,1,5.27
85385,46096,11,2,5.40
85386,46096,1,1,5.01
85387,46097,3,1,5.48
85388,46098,12,1,5.25
85389,46098,10,2,5.32
85390,46098,15,1,5.32
85391,46099,5,1,5.34
85392,46099,3,1,5.32
85393,46099,5,1,5.46
85394,46100,1,1,5.00
85395,46100,1,1,4.88
85396,46100,16,1,0.69
85397,46101,8,1,4.80
85398,46102,13,1,5.95
85399,46102,3,2,5.44
85400,46102,12,1,5.29
85401,46102,1,1,5.04
85402,46103,10,1,5.40
85403,46104,7,1,4.40
85404,46104,7,1,4.43
85405,46104,16,1,0.70
85406,46105,2,1,5.27
85407,46106,4,1,5.73
85408,46107,6,1,4.87
85409,46107,16,1,0.70
85410,46108,3,1,5.31
85411,46109,11,1,5.38
85412,46109,16,1,0.70
85413,46110,2,1,5.44
85414,46110,16,1,0.69
85415,46111,8,1,4.74
85416,46111,6,2,4.81
85417,46111,13,1,5.75
85418,46111,8,2,4.87
85419,46112,6,1,4.82
85420,46112,10,1,5.31
85421,46113,7,1,4.50
85422,46113,11,1,5.39
85423,46113,14,1,5.47
85424,46114,1,1,4.88
85425,46115,10,1,5.13
85426,46116,9,1,5.23
85427,46116,11,1,5.09
85428,46116,11,1,5.10
85429,46117,3,1,5.41
85430,46117,16,1,0.69
85431,46118,4,2,5.98
85432,46119,11,1,5.32
85433,46119,1,1,4.88
85434,46120,3,1,5.48
85435,46120,2,1,5.40
85436,46120,1,1,4.92
85437,46122,15,2,5.20
85438,46123,6,1,4.65
85439,46123,3,1,5.51
85440,46123,3,1,5.34
85441,46123,9,1,5.27
85442,46123,16,1,0.67
85443,46124,5,1,5.59
85444,46125,10,1,5.33
85445,46125,11,1,5.13
85446,46126,9,1,5.13
85447,46127,1,1,5.01
85448,46128,2,1,5.41
85449,46129,4,1,5.75
85450,46129,6,1,4.83
85451,46129,10,2,5.38
85452,46129,11,1,5.12
85453,46130,4,1,5.96
85454,46130,8,1,4.71
85455,46130,13,1,6.02
85456,46131,15,1,5.28
85457,46132,2,1,5.59
85458,46132,3,1,5.36
85459,46132,2,1,5.58
85460,46132,16,1,0.66
85461,46133,2,1,5.46
85462,46133,1,1,5.07
85463,46133,7,1,4.47
85464,46133,9,1,5.20
85465,46134,10,1,5.19
85466,46135,1,1,5.05
85467,46136,2,1,5.51
85468,46137,9,1,5.36
85469,46138,7,2,4.42
85470,46138,2,1,5.52
85471,46138,10,1,5.22
85472,46139,10,1,5.32
85473,46140,10,1,5.30
85474,46140,16,1,0.68
85475,46141,2,1,5.38
85476,46142,12,1,5.16
85477,46143,7,1,4.59
85478,46143,12,1,5.30
85479,46143,16,1,0.68
85480,46144,14,1,5.32
85481,46144,10,1,5.26
85482,46145,16,1,0.67
85483,46145,16,1,0.69
85484,46146,13,1,5.92
85485,46146,11,2,5.24
85486,46147,1,1,4.89
85487,46147,5,1,5.53
85488,46147,11,1,5.16
85489,46148,6,1,4.92
85490,46148,16,1,0.67
85491,46149,7,1,4.45
85492,46150,2,1,5.52
85493,46150,14,1,5.51
85494,46151,12,2,5.13
85495,46152,1,1,4.96
85496,46153,4,1,6.00
85497,46153,14,1,5.26
85498,46153,1,2,5.04
85499,46154,7,1,4.50
85500,46154,16,1,0.70
85501,46154,10,1,5.37
85502,46155,3,1,5.38
85503,46156,3,2,5.33
85504,46156,14,1,5.48
85505,46156,16,1,0.68
85506,46157,1,1,4.98
85507,46157,16,1,0.67
85508,46158,2,1,5.49
85509,46159,10,1,5.25
85510,46159,12,1,5.15
85511,46160,1,1,4.92
85512,46160,8,1,4.65
85513,46160,4,2,5.93
85514,46161,1,2,5.01
85515,46161,10,1,5.31
85516,46162,15,1,5.09
85517,46162,9,1,5.33
85518,46162,15,1,5.33
85519,46163,12,1,5.34
85520,46164,14,1,5.41
85521,46164,4,1,5.72
85522,46165,6,1,4.91
85523,46166,14,2,5.40
85524,46166,16,1,0.68
85525,46167,1,1,4.87
85526,46169,15,1,5.24
85527,46169,15,1,5.10
85528,46169,5,1,5.33
85529,46169,16,1,0.67
85530,46170,8,1,4.71
85531,46170,16,1,0.70
85532,46171,6,1,4.86
85533,46172,6,2,4.65
85534,46173,5,2,5.35
85535,46174,1,1,5.01
85536,46174,11,1,5.19
85537,46174,14,1,5.38
85538,46174,16,1,0.69
85539,46175,2,1,5.42
85540,46176,2,1,5.26
85541,46176,7,1,4.46
85542,46176,4,1,5.96
85543,46177,8,1,4.75
85544,46177,16,1,0.68
85545,46178,4,1,5.70
85546,46179,11,2,5.20
85547,46179,16,1,0.67
85548,46180,9,1,5.19
85549,46181,11,1,5.23
85550,46181,12,1,5.25
85551,46182,6,1,4.74
85552,46183,10,1,5.32
85553,46183,16,1,0.69
85554,46184,11,1,5.34
85555,46185,6,1,4.71
85556,46186,8,1,4.89
85557,46187,11,1,5.18
85558,46187,16,1,0.68
85559,46188,11,1,5.24
85560,46188,16,1,0.70
85561,46189,3,1,5.41
85562,46190,3,1,5.46
85563,46191,4,1,5.85
85564,46191,8,1,4.70
85565,46192,15,1,5.09
85566,46192,3,1,5.36
85567,46192,9,1,5.32
85568,46192,16,1,0.68
85569,46193,2,1,5.39
85570,46193,16,1,0.70
85571,46194,9,1,5.25
85572,46195,1,1,5.02
85573,46195,9,1,5.17
85574,46196,5,1,5.53
85575,46197,12,2,5.29
85576,46197,16,1,0.69
85577,46198,4,1,5.95
85578,46199,13,1,5.77
85579,46199,14,1,5.53
85580,46200,14,1,5.38
85581,46200,15,2,5.20
85582,46200,16,1,0.70
85583,46201,1,1,5.03
85584,46202,14,1,5.48
85585,46202,16,1,0.69
85586,46203,2,1,5.53
85587,46204,6,1,4.83
85588,46204,5,1,5.52
85589,46204,16,1,0.68
85590,46205,12,1,5.24
85591,46206,5,1,5.53
85592,46206,16,1,0.68
85593,46207,2,1,5.32
85594,46207,15,1,5.31
85595,46208,10,1,5.26
85596,46208,11,2,5.13
85597,46209,15,2,5.16
85598,46210,4,2,5.90
85599,46210,4,1,5.97
85600,46210,7,2,4.46
85601,46211,10,1,5.31
85602,46212,12,1,5.34
85603,46212,1,1,5.12
85604,46213,10,1,5.27
85605,46214,2,1,5.40
85606,46214,10,1,5.32
85607,46214,6,1,4.93
85608,46216,1,1,5.10
85609,46217,6,1,4.65
85610,46218,4,1,5.90
85611,46218,15,1,5.14
85612,46218,5,2,5.51
85613,46219,8,1,4.87
85614,46220,3,1,5.55
85615,46221,10,1,5.22
85616,46221,8,2,4.90
85617,46222,13,2,5.86
85618,46222,9,1,5.22
85619,46222,2,2,5.27
85620,46222,2,1,5.42
85621,46222,16,1,0.67
85622,46223,7,2,4.42
85623,46223,5,1,5.53
85624,46224,1,1,5.05
85625,46225,3,2,5.50
85626,46225,16,1,0.70
85627,46227,14,1,5.43
85628,46227,5,1,5.56
85629,46228,14,1,5.51
85630,46228,15,1,5.10
85631,46229,4,1,5.99
85632,46229,5,1,5.48
85633,46229,5,2,5.32
85634,46230,1,1,5.10
85635,46231,12,2,5.23
85636,46232,1,1,5.12
85637,46232,8,1,4.88
85638,46233,9,1,5.15
85639,46233,13,1,5.71
85640,46233,4,1,5.71
85641,46234,11,1,5.15
85642,46235,10,1,5.35
85643,46236,5,1,5.48
85644,46236,16,1,0.66
85645,46237,1,1,4.99
85646,46237,6,1,4.66
85647,46238,6,1,4.94
85648,46238,2,1,5.50
85649,46239,3,1,5.53
85650,46240,12,2,5.19
85651,46240,2,1,5.50
85652,46240,1,1,5.06
85653,46241,5,1,5.31
85654,46242,10,1,5.32
85655,46243,8,1,4.66
85656,46243,2,1,5.43
85657,46245,3,1,5.56
85658,46245,12,1,5.14
85659,46245,1,1,5.01
85660,46245,16,1,0.68
85661,46246,2,1,5.52
85662,46247,10,1,5.38
85663,46249,14,1,5.34
85664,46250,5,1,5.38
85665,46251,4,1,6.03
85666,46251,6,2,4.77
85667,46251,12,1,5.15
85668,46252,10,1,5.32
85669,46252,3,2,5.33
85670,46253,11,1,5.21
85671,46253,5,1,5.44
85672,46254,6,1,4.66
85673,46255,15,1,5.19
85674,46256,3,1,5.50
85675,46256,16,1,0.68
85676,46257,2,1,5.53
85677,46257,3,1,5.57
85678,46258,1,1,5.04
85679,46258,12,1,5.13
85680,46259,1,1,4.90
85681,46259,16,1,0.68
85682,46260,1,1,5.11
85683,46260,12,1,5.32
85684,46260,16,1,0.67
85685,46261,8,1,4.79
85686,46262,11,1,5.40
85687,46262,2,1,5.27
85688,46263,4,1,6.05
85689,46263,12,1,5.13
85690,46264,1,1,4.98
85691,46264,9,1,5.17
85692,46264,11,1,5.35
85693,46265,10,1,5.13
85694,46265,4,1,5.81
85695,46266,5,1,5.51
85696,46266,10,1,5.16
85697,46267,3,1,5.54
85698,46268,12,1,5.36
85699,46268,13,1,5.84
85700,46269,2,1,5.35
85701,46269,5,1,5.41
85702,46270,1,1,4.99
85703,46271,9,1,5.24
85704,46271,4,2,5.94
85705,46271,7,1,4.46
85706,46271,4,1,5.83
85707,46272,4,1,5.75
85708,46272,11,1,5.20
85709,46272,16,1,0.69
85710,46273,7,1,4.54
85711,46273,1,1,4.87
85712,46274,1,1,5.05
85713,46275,12,1,5.24
85714,46276,13,1,5.96
85715,46277,8,1,4.81
85716,46278,5,2,5.47
85717,46278,15,2,5.16
85718,46278,13,1,5.78
85719,46278,16,1,0.68
85720,46279,14,1,5.47
85721,46279,5,1,5.46
85722,46279,16,1,0.69
85723,46280,2,1,5.26
85724,46281,11,1,5.19
85725,46282,10,1,5.11
85726,46282,16,1,0.67
85727,46283,3,1,5.28
85728,46283,3,2,5.28
85729,46283,10,2,5.32
85730,46285,7,1,4.47
85731,46286,12,1,5.22
85732,46286,6,2,4.90
85733,46286,5,1,5.46
85734,46287,16,1,0.67
85735,46287,2,1,5.50
85736,46288,1,1,5.11
85737,46288,16,1,0.70
85738,46289,16,1,0.69
85739,46290,13,1,6.00
85740,46290,16,1,0.67
85741,46291,14,1,5.30
85742,46292,5,1,5.35
85743,46292,16,1,0.67
85744,46293,6,1,4.75
85745,46294,2,1,5.51
85746,46294,9,1,5.21
85747,46294,2,1,5.31
85748,46295,6,2,4.73
85749,46295,7,1,4.65
85750,46295,16,1,0.67
85751,46296,6,1,4.81
85752,46297,2,1,5.27
85753,46298,5,1,5.38
85754,46298,15,1,5.19
85755,46299,11,1,5.27
85756,46299,16,1,0.68
85757,46300,1,1,4.99
85758,46300,16,1,0.69
85759,46301,2,1,5.46
85760,46301,4,2,5.71
85761,46302,8,1,4.80
85762,46302,10,1,5.11
85763,46302,3,1,5.27
85764,46302,2,1,5.59
85765,46303,1,1,4.97
85766,46303,9,1,5.25
85767,46304,9,1,5.20
85768,46304,2,1,5.32
85769,46305,5,1,5.36
85770,46306,3,1,5.36
85771,46307,8,1,4.86
85772,46307,12,1,5.38
85773,46308,1,1,4.84
85774,46308,16,1,0.66
85775,46309,4,1,5.98
85776,46309,5,2,5.51
85777,46310,1,1,4.99
85778,46310,2,2,5.26
85779,46311,4,1,5.99
85780,46311,13,1,5.80
85781,46312,11,1,5.10
85782,46313,12,1,5.35
85783,46314,7,1,4.43
85784,46315,5,1,5.44
85785,46315,12,2,5.33
85786,46317,12,1,5.23
85787,46318,9,1,5.25
85788,46319,13,1,5.87
85789,46320,16,1,0.69
85790,46321,12,1,5.39
85791,46322,3,1,5.50
85792,46322,5,1,5.38
85793,46323,3,1,5.29
85794,46323,13,1,5.92
85795,46324,15,1,5.37
85796,46324,3,1,5.34
85797,46325,10,2,5.22
85798,46325,16,1,0.68
85799,46326,12,1,5.29
85800,46327,5,1,5.55
85801,46328,1,1,5.11
85802,46328,9,1,5.24
85803,46329,3,1,5.35
85804,46329,7,2,4.62
85805,46330,5,1,5.33
85806,46331,12,1,5.20
85807,46331,13,1,5.99
85808,46332,7,1,4.51
85809,46333,7,2,4.44
85810,46334,1,2,5.11
85811,46335,1,1,5.00
85812,46335,1,1,4.94
85813,46336,1,1,4.94
85814,46337,11,1,5.13
85815,46337,2,1,5.49
85816,46338,2,1,5.32
85817,46339,4,1,5.80
85818,46339,16,1,0.69
85819,46340,11,1,5.26
85820,46341,8,1,4.73
85821,46341,16,1,0.68
85822,46342,11,1,5.16
85823,46343,15,1,5.14
85824,46344,8,2,4.74
85825,46344,5,2,5.47
85826,46344,16,2,0.68
85827,46345,12,1,5.11
85828,46346,2,2,5.55
85829,46346,16,1,0.68
85830,46347,11,1,5.09
85831,46347,9,1,5.19
85832,46347,3,1,5.47
85833,46347,5,1,5.59
85834,46348,10,1,5.15
85835,46349,11,1,5.37
85836,46349,16,1,0.68
85837,46350,3,1,5.58
85838,46351,6,1,4.69
85839,46351,12,1,5.11
85840,46351,9,1,5.18
85841,46352,12,1,5.28
85842,46352,16,1,0.70
85843,46353,10,1,5.19
85844,46354,15,1,5.20
85845,46354,16,1,0.69
85846,46355,12,1,5.10
85847,46356,3,1,5.46
85848,46356,4,1,6.02
85849,46357,14,1,5.45
85850,46357,8,2,4.81
85851,46358,9,1,5.21
85852,46359,1,1,4.97
85853,46359,10,1,5.29
85854,46359,7,1,4.55
85855,46359,14,1,5.37
85856,46360,5,1,5.41
85857,46361,13,1,5.86
85858,46361,4,2,5.86
85859,46361,2,1,5.38
85860,46362,15,1,5.11
85861,46364,10,1,5.31
85862,46365,11,1,5.22
85863,46366,16,1,0.69
85864,46366,3,1,5.29
85865,46366,11,1,5.14
85866,46366,16,1,0.70
85867,46367,1,2,4.97
85868,46367,16,1,0.70
85869,46368,11,1,5.10
85870,46369,10,1,5.20
85871,46371,14,1,5.31
85872,46371,3,2,5.56
85873,46372,9,1,5.18
85874,46372,2,1,5.44
85875,46372,16,1,0.67
